date,name,value
14-04-2020,BUENOS AIRES,667
15-04-2020,SAN JUAN,2
15-04-2020,MISIONES,3
15-04-2020,SALTA,3
15-04-2020,CHUBUT,4
15-04-2020,JUJUY,5
15-04-2020,LA PAMPA,5
15-04-2020,SAN LUIS,11
15-04-2020,SANTIAGO DEL ESTERO,12
15-04-2020,ENTRE RÍOS,21
15-04-2020,LA RIOJA,30
15-04-2020,TUCUMÁN,30
15-04-2020,CORRIENTES,31
15-04-2020,SANTA CRUZ,40
15-04-2020,MENDOZA,63
15-04-2020,NEUQUÉN,91
15-04-2020,RÍO NEGRO,105
15-04-2020,TIERRA DEL FUEGO,110
15-04-2020,CHACO,191
15-04-2020,SANTA FE,209
15-04-2020,CÓRDOBA,227
15-04-2020,CABA,648
15-04-2020,BUENOS AIRES,729
16-04-2020,SAN JUAN,2
16-04-2020,MISIONES,3
16-04-2020,SALTA,3
16-04-2020,CHUBUT,4
16-04-2020,JUJUY,5
16-04-2020,LA PAMPA,5
16-04-2020,SAN LUIS,11
16-04-2020,SANTIAGO DEL ESTERO,12
16-04-2020,ENTRE RÍOS,22
16-04-2020,TUCUMÁN,30
16-04-2020,CORRIENTES,31
16-04-2020,LA RIOJA,33
16-04-2020,SANTA CRUZ,40
16-04-2020,MENDOZA,68
16-04-2020,NEUQUÉN,92
16-04-2020,RÍO NEGRO,114
16-04-2020,TIERRA DEL FUEGO,117
16-04-2020,CHACO,202
16-04-2020,SANTA FE,212
16-04-2020,CÓRDOBA,240
16-04-2020,CABA,663
16-04-2020,BUENOS AIRES,760
17-04-2020,SAN JUAN,2
17-04-2020,SALTA,3
17-04-2020,MISIONES,4
17-04-2020,CHUBUT,4
17-04-2020,JUJUY,5
17-04-2020,LA PAMPA,5
17-04-2020,SAN LUIS,11
17-04-2020,SANTIAGO DEL ESTERO,12
17-04-2020,ENTRE RÍOS,22
17-04-2020,TUCUMÁN,30
17-04-2020,CORRIENTES,31
17-04-2020,LA RIOJA,34
17-04-2020,SANTA CRUZ,40
17-04-2020,MENDOZA,69
17-04-2020,NEUQUÉN,93
17-04-2020,RÍO NEGRO,115
17-04-2020,TIERRA DEL FUEGO,119
17-04-2020,SANTA FE,218
17-04-2020,CHACO,224
17-04-2020,CÓRDOBA,246
17-04-2020,CABA,677
17-04-2020,BUENOS AIRES,794
18-04-2020,SAN JUAN,2
18-04-2020,SALTA,3
18-04-2020,CHUBUT,4
18-04-2020,MISIONES,5
18-04-2020,JUJUY,5
18-04-2020,LA PAMPA,5
18-04-2020,SAN LUIS,11
18-04-2020,SANTIAGO DEL ESTERO,12
18-04-2020,ENTRE RÍOS,22
18-04-2020,TUCUMÁN,30
18-04-2020,CORRIENTES,31
18-04-2020,LA RIOJA,34
18-04-2020,SANTA CRUZ,40
18-04-2020,MENDOZA,69
18-04-2020,NEUQUÉN,96
18-04-2020,RÍO NEGRO,118
18-04-2020,TIERRA DEL FUEGO,119
18-04-2020,SANTA FE,221
18-04-2020,CHACO,248
18-04-2020,CÓRDOBA,248
18-04-2020,CABA,691
18-04-2020,BUENOS AIRES,825
19-04-2020,SAN JUAN,2
19-04-2020,SALTA,3
19-04-2020,CHUBUT,4
19-04-2020,MISIONES,5
19-04-2020,JUJUY,5
19-04-2020,LA PAMPA,5
19-04-2020,SAN LUIS,11
19-04-2020,SANTIAGO DEL ESTERO,12
19-04-2020,ENTRE RÍOS,22
19-04-2020,TUCUMÁN,30
19-04-2020,CORRIENTES,31
19-04-2020,LA RIOJA,38
19-04-2020,SANTA CRUZ,40
19-04-2020,MENDOZA,72
19-04-2020,NEUQUÉN,99
19-04-2020,TIERRA DEL FUEGO,122
19-04-2020,RÍO NEGRO,126
19-04-2020,SANTA FE,222
19-04-2020,CHACO,253
19-04-2020,CÓRDOBA,259
19-04-2020,CABA,706
19-04-2020,BUENOS AIRES,873
20-04-2020,SAN JUAN,2
20-04-2020,SALTA,3
20-04-2020,CHUBUT,4
20-04-2020,MISIONES,5
20-04-2020,JUJUY,5
20-04-2020,LA PAMPA,5
20-04-2020,SAN LUIS,11
20-04-2020,SANTIAGO DEL ESTERO,12
20-04-2020,ENTRE RÍOS,22
20-04-2020,TUCUMÁN,31
20-04-2020,CORRIENTES,34
20-04-2020,LA RIOJA,38
20-04-2020,SANTA CRUZ,41
20-04-2020,MENDOZA,73
20-04-2020,NEUQUÉN,102
20-04-2020,TIERRA DEL FUEGO,122
20-04-2020,RÍO NEGRO,136
20-04-2020,SANTA FE,224
20-04-2020,CHACO,258
20-04-2020,CÓRDOBA,259
20-04-2020,CABA,728
20-04-2020,BUENOS AIRES,915
21-04-2020,SAN JUAN,2
21-04-2020,SALTA,3
21-04-2020,CHUBUT,4
21-04-2020,MISIONES,5
21-04-2020,JUJUY,5
21-04-2020,LA PAMPA,5
21-04-2020,SAN LUIS,11
21-04-2020,SANTIAGO DEL ESTERO,12
21-04-2020,ENTRE RÍOS,22
21-04-2020,TUCUMÁN,31
21-04-2020,CORRIENTES,34
21-04-2020,LA RIOJA,39
21-04-2020,SANTA CRUZ,41
21-04-2020,MENDOZA,73
21-04-2020,NEUQUÉN,102
21-04-2020,TIERRA DEL FUEGO,124
21-04-2020,RÍO NEGRO,147
21-04-2020,SANTA FE,225
21-04-2020,CÓRDOBA,259
21-04-2020,CHACO,263
21-04-2020,CABA,761
21-04-2020,BUENOS AIRES,975
22-04-2020,SAN JUAN,2
22-04-2020,SALTA,3
22-04-2020,CHUBUT,4
22-04-2020,MISIONES,5
22-04-2020,JUJUY,5
22-04-2020,LA PAMPA,5
22-04-2020,SAN LUIS,11
22-04-2020,SANTIAGO DEL ESTERO,12
22-04-2020,ENTRE RÍOS,22
22-04-2020,CORRIENTES,34
22-04-2020,TUCUMÁN,35
22-04-2020,SANTA CRUZ,41
22-04-2020,LA RIOJA,44
22-04-2020,MENDOZA,74
22-04-2020,NEUQUÉN,103
22-04-2020,TIERRA DEL FUEGO,124
22-04-2020,RÍO NEGRO,164
22-04-2020,SANTA FE,230
22-04-2020,CÓRDOBA,263
22-04-2020,CHACO,270
22-04-2020,CABA,800
22-04-2020,BUENOS AIRES,1036
23-04-2020,SAN JUAN,2
23-04-2020,SALTA,3
23-04-2020,CHUBUT,4
23-04-2020,MISIONES,5
23-04-2020,JUJUY,5
23-04-2020,LA PAMPA,5
23-04-2020,SAN LUIS,11
23-04-2020,SANTIAGO DEL ESTERO,12
23-04-2020,ENTRE RÍOS,22
23-04-2020,CORRIENTES,35
23-04-2020,TUCUMÁN,35
23-04-2020,SANTA CRUZ,41
23-04-2020,LA RIOJA,44
23-04-2020,MENDOZA,75
23-04-2020,NEUQUÉN,104
23-04-2020,TIERRA DEL FUEGO,125
23-04-2020,RÍO NEGRO,168
23-04-2020,SANTA FE,236
23-04-2020,CÓRDOBA,265
23-04-2020,CHACO,280
23-04-2020,CABA,837
23-04-2020,BUENOS AIRES,1120
24-04-2020,SAN JUAN,2
24-04-2020,SALTA,3
24-04-2020,CHUBUT,4
24-04-2020,JUJUY,5
24-04-2020,LA PAMPA,5
24-04-2020,MISIONES,6
24-04-2020,SAN LUIS,11
24-04-2020,SANTIAGO DEL ESTERO,12
24-04-2020,ENTRE RÍOS,22
24-04-2020,TUCUMÁN,34
24-04-2020,CORRIENTES,39
24-04-2020,SANTA CRUZ,42
24-04-2020,LA RIOJA,46
24-04-2020,MENDOZA,75
24-04-2020,NEUQUÉN,104
24-04-2020,TIERRA DEL FUEGO,126
24-04-2020,RÍO NEGRO,179
24-04-2020,SANTA FE,239
24-04-2020,CÓRDOBA,268
24-04-2020,CHACO,287
24-04-2020,CABA,916
24-04-2020,BUENOS AIRES,1181
25-04-2020,SAN JUAN,2
25-04-2020,SALTA,3
25-04-2020,CHUBUT,4
25-04-2020,JUJUY,5
25-04-2020,LA PAMPA,5
25-04-2020,MISIONES,6
25-04-2020,SAN LUIS,11
25-04-2020,SANTIAGO DEL ESTERO,13
25-04-2020,ENTRE RÍOS,22
25-04-2020,TUCUMÁN,34
25-04-2020,CORRIENTES,40
25-04-2020,SANTA CRUZ,42
25-04-2020,LA RIOJA,49
25-04-2020,MENDOZA,75
25-04-2020,NEUQUÉN,104
25-04-2020,TIERRA DEL FUEGO,130
25-04-2020,RÍO NEGRO,183
25-04-2020,SANTA FE,242
25-04-2020,CÓRDOBA,269
25-04-2020,CHACO,294
25-04-2020,CABA,971
25-04-2020,BUENOS AIRES,1275
26-04-2020,SAN JUAN,2
26-04-2020,CHUBUT,4
26-04-2020,SALTA,4
26-04-2020,JUJUY,5
26-04-2020,LA PAMPA,5
26-04-2020,MISIONES,6
26-04-2020,SAN LUIS,11
26-04-2020,SANTIAGO DEL ESTERO,15
26-04-2020,ENTRE RÍOS,23
26-04-2020,TUCUMÁN,35
26-04-2020,SANTA CRUZ,43
26-04-2020,CORRIENTES,46
26-04-2020,LA RIOJA,49
26-04-2020,MENDOZA,75
26-04-2020,NEUQUÉN,105
26-04-2020,TIERRA DEL FUEGO,130
26-04-2020,RÍO NEGRO,184
26-04-2020,SANTA FE,242
26-04-2020,CÓRDOBA,272
26-04-2020,CHACO,297
26-04-2020,CABA,1007
26-04-2020,BUENOS AIRES,1331
27-04-2020,SAN JUAN,2
27-04-2020,CHUBUT,4
27-04-2020,SALTA,4
27-04-2020,JUJUY,5
27-04-2020,LA PAMPA,5
27-04-2020,MISIONES,8
27-04-2020,SAN LUIS,11
27-04-2020,SANTIAGO DEL ESTERO,15
27-04-2020,ENTRE RÍOS,23
27-04-2020,TUCUMÁN,35
27-04-2020,CORRIENTES,46
27-04-2020,SANTA CRUZ,48
27-04-2020,LA RIOJA,49
27-04-2020,MENDOZA,75
27-04-2020,NEUQUÉN,108
27-04-2020,TIERRA DEL FUEGO,131
27-04-2020,RÍO NEGRO,192
27-04-2020,SANTA FE,242
27-04-2020,CÓRDOBA,272
27-04-2020,CHACO,307
27-04-2020,CABA,1039
27-04-2020,BUENOS AIRES,1381
28-04-2020,SAN JUAN,2
28-04-2020,CHUBUT,4
28-04-2020,SALTA,4
28-04-2020,JUJUY,5
28-04-2020,LA PAMPA,5
28-04-2020,MISIONES,8
28-04-2020,SAN LUIS,11
28-04-2020,SANTIAGO DEL ESTERO,15
28-04-2020,ENTRE RÍOS,23
28-04-2020,TUCUMÁN,36
28-04-2020,CORRIENTES,47
28-04-2020,SANTA CRUZ,48
28-04-2020,LA RIOJA,50
28-04-2020,MENDOZA,76
28-04-2020,NEUQUÉN,108
28-04-2020,TIERRA DEL FUEGO,137
28-04-2020,RÍO NEGRO,205
28-04-2020,SANTA FE,243
28-04-2020,CÓRDOBA,274
28-04-2020,CHACO,307
28-04-2020,CABA,1089
28-04-2020,BUENOS AIRES,1429
29-04-2020,SAN JUAN,2
29-04-2020,CHUBUT,4
29-04-2020,SALTA,4
29-04-2020,JUJUY,5
29-04-2020,LA PAMPA,5
29-04-2020,SAN LUIS,11
29-04-2020,MISIONES,12
29-04-2020,SANTIAGO DEL ESTERO,15
29-04-2020,ENTRE RÍOS,23
29-04-2020,TUCUMÁN,36
29-04-2020,CORRIENTES,47
29-04-2020,SANTA CRUZ,48
29-04-2020,LA RIOJA,51
29-04-2020,MENDOZA,78
29-04-2020,NEUQUÉN,109
29-04-2020,TIERRA DEL FUEGO,137
29-04-2020,RÍO NEGRO,213
29-04-2020,SANTA FE,243
29-04-2020,CÓRDOBA,275
29-04-2020,CHACO,311
29-04-2020,CABA,1123
29-04-2020,BUENOS AIRES,1532
30-04-2020,SAN JUAN,2
30-04-2020,CHUBUT,4
30-04-2020,SALTA,4
30-04-2020,JUJUY,5
30-04-2020,LA PAMPA,5
30-04-2020,SAN LUIS,11
30-04-2020,MISIONES,12
30-04-2020,SANTIAGO DEL ESTERO,15
30-04-2020,ENTRE RÍOS,23
30-04-2020,TUCUMÁN,38
30-04-2020,CORRIENTES,48
30-04-2020,SANTA CRUZ,49
30-04-2020,LA RIOJA,51
30-04-2020,MENDOZA,83
30-04-2020,NEUQUÉN,110
30-04-2020,TIERRA DEL FUEGO,139
30-04-2020,RÍO NEGRO,227
30-04-2020,SANTA FE,243
30-04-2020,CÓRDOBA,277
30-04-2020,CHACO,314
30-04-2020,CABA,1168
30-04-2020,BUENOS AIRES,1598
01-05-2020,SAN JUAN,2
01-05-2020,CHUBUT,4
01-05-2020,SALTA,4
01-05-2020,JUJUY,5
01-05-2020,LA PAMPA,5
01-05-2020,SAN LUIS,11
01-05-2020,MISIONES,12
01-05-2020,SANTIAGO DEL ESTERO,15
01-05-2020,ENTRE RÍOS,25
01-05-2020,TUCUMÁN,38
01-05-2020,CORRIENTES,48
01-05-2020,SANTA CRUZ,49
01-05-2020,LA RIOJA,54
01-05-2020,MENDOZA,84
01-05-2020,NEUQUÉN,110
01-05-2020,TIERRA DEL FUEGO,140
01-05-2020,RÍO NEGRO,235
01-05-2020,SANTA FE,243
01-05-2020,CÓRDOBA,290
01-05-2020,CHACO,326
01-05-2020,CABA,1197
01-05-2020,BUENOS AIRES,1632
02-05-2020,SAN JUAN,2
02-05-2020,CHUBUT,4
02-05-2020,SALTA,4
02-05-2020,JUJUY,5
02-05-2020,LA PAMPA,5
02-05-2020,SAN LUIS,11
02-05-2020,SANTIAGO DEL ESTERO,15
02-05-2020,MISIONES,24
02-05-2020,ENTRE RÍOS,25
02-05-2020,TUCUMÁN,38
02-05-2020,CORRIENTES,48
02-05-2020,SANTA CRUZ,49
02-05-2020,LA RIOJA,54
02-05-2020,MENDOZA,84
02-05-2020,NEUQUÉN,110
02-05-2020,TIERRA DEL FUEGO,143
02-05-2020,RÍO NEGRO,241
02-05-2020,SANTA FE,243
02-05-2020,CÓRDOBA,302
02-05-2020,CHACO,337
02-05-2020,CABA,1255
02-05-2020,BUENOS AIRES,1677
03-05-2020,SAN JUAN,2
03-05-2020,CHUBUT,4
03-05-2020,SALTA,4
03-05-2020,JUJUY,5
03-05-2020,LA PAMPA,5
03-05-2020,SAN LUIS,11
03-05-2020,SANTIAGO DEL ESTERO,15
03-05-2020,MISIONES,24
03-05-2020,ENTRE RÍOS,27
03-05-2020,TUCUMÁN,38
03-05-2020,CORRIENTES,48
03-05-2020,SANTA CRUZ,49
03-05-2020,LA RIOJA,54
03-05-2020,MENDOZA,84
03-05-2020,NEUQUÉN,110
03-05-2020,TIERRA DEL FUEGO,145
03-05-2020,SANTA FE,243
03-05-2020,RÍO NEGRO,247
03-05-2020,CÓRDOBA,303
03-05-2020,CHACO,342
03-05-2020,CABA,1304
03-05-2020,BUENOS AIRES,1715
04-05-2020,SAN JUAN,2
04-05-2020,CHUBUT,4
04-05-2020,SALTA,4
04-05-2020,JUJUY,5
04-05-2020,LA PAMPA,5
04-05-2020,SAN LUIS,11
04-05-2020,SANTIAGO DEL ESTERO,15
04-05-2020,MISIONES,25
04-05-2020,ENTRE RÍOS,27
04-05-2020,TUCUMÁN,41
04-05-2020,CORRIENTES,48
04-05-2020,SANTA CRUZ,49
04-05-2020,LA RIOJA,55
04-05-2020,MENDOZA,84
04-05-2020,NEUQUÉN,110
04-05-2020,TIERRA DEL FUEGO,145
04-05-2020,SANTA FE,243
04-05-2020,RÍO NEGRO,254
04-05-2020,CÓRDOBA,309
04-05-2020,CHACO,347
04-05-2020,CABA,1347
04-05-2020,BUENOS AIRES,1753
05-05-2020,SAN JUAN,2
05-05-2020,CHUBUT,4
05-05-2020,SALTA,4
05-05-2020,JUJUY,5
05-05-2020,LA PAMPA,5
05-05-2020,SAN LUIS,11
05-05-2020,SANTIAGO DEL ESTERO,15
05-05-2020,MISIONES,25
05-05-2020,ENTRE RÍOS,28
05-05-2020,TUCUMÁN,41
05-05-2020,CORRIENTES,48
05-05-2020,SANTA CRUZ,49
05-05-2020,LA RIOJA,55
05-05-2020,MENDOZA,85
05-05-2020,NEUQUÉN,110
05-05-2020,TIERRA DEL FUEGO,145
05-05-2020,SANTA FE,244
05-05-2020,RÍO NEGRO,258
05-05-2020,CÓRDOBA,310
05-05-2020,CHACO,358
05-05-2020,CABA,1404
05-05-2020,BUENOS AIRES,1811
06-05-2020,SAN JUAN,2
06-05-2020,CHUBUT,4
06-05-2020,SALTA,4
06-05-2020,JUJUY,5
06-05-2020,LA PAMPA,5
06-05-2020,SAN LUIS,11
06-05-2020,SANTIAGO DEL ESTERO,15
06-05-2020,MISIONES,25
06-05-2020,ENTRE RÍOS,28
06-05-2020,TUCUMÁN,41
06-05-2020,SANTA CRUZ,49
06-05-2020,CORRIENTES,51
06-05-2020,LA RIOJA,56
06-05-2020,MENDOZA,85
06-05-2020,NEUQUÉN,110
06-05-2020,TIERRA DEL FUEGO,145
06-05-2020,SANTA FE,244
06-05-2020,RÍO NEGRO,264
06-05-2020,CÓRDOBA,315
06-05-2020,CHACO,366
06-05-2020,CABA,1506
06-05-2020,BUENOS AIRES,1874
07-05-2020,SAN JUAN,3
07-05-2020,CHUBUT,4
07-05-2020,SALTA,4
07-05-2020,JUJUY,5
07-05-2020,LA PAMPA,5
07-05-2020,SAN LUIS,11
07-05-2020,SANTIAGO DEL ESTERO,15
07-05-2020,MISIONES,25
07-05-2020,ENTRE RÍOS,28
07-05-2020,TUCUMÁN,41
07-05-2020,SANTA CRUZ,49
07-05-2020,CORRIENTES,52
07-05-2020,LA RIOJA,57
07-05-2020,MENDOZA,85
07-05-2020,NEUQUÉN,110
07-05-2020,TIERRA DEL FUEGO,145
07-05-2020,SANTA FE,244
07-05-2020,RÍO NEGRO,267
07-05-2020,CÓRDOBA,319
07-05-2020,CHACO,392
07-05-2020,CABA,1583
07-05-2020,BUENOS AIRES,1924
08-05-2020,SAN JUAN,3
08-05-2020,CHUBUT,4
08-05-2020,SALTA,4
08-05-2020,JUJUY,5
08-05-2020,LA PAMPA,5
08-05-2020,SAN LUIS,11
08-05-2020,SANTIAGO DEL ESTERO,15
08-05-2020,MISIONES,25
08-05-2020,ENTRE RÍOS,28
08-05-2020,TUCUMÁN,41
08-05-2020,SANTA CRUZ,49
08-05-2020,CORRIENTES,53
08-05-2020,LA RIOJA,58
08-05-2020,MENDOZA,86
08-05-2020,NEUQUÉN,110
08-05-2020,TIERRA DEL FUEGO,145
08-05-2020,SANTA FE,244
08-05-2020,RÍO NEGRO,269
08-05-2020,CÓRDOBA,321
08-05-2020,CHACO,418
08-05-2020,CABA,1713
08-05-2020,BUENOS AIRES,2001
09-05-2020,SAN JUAN,3
09-05-2020,CHUBUT,4
09-05-2020,SALTA,4
09-05-2020,JUJUY,5
09-05-2020,LA PAMPA,5
09-05-2020,SAN LUIS,11
09-05-2020,SANTIAGO DEL ESTERO,15
09-05-2020,MISIONES,25
09-05-2020,ENTRE RÍOS,28
09-05-2020,TUCUMÁN,41
09-05-2020,SANTA CRUZ,49
09-05-2020,CORRIENTES,54
09-05-2020,LA RIOJA,58
09-05-2020,MENDOZA,86
09-05-2020,NEUQUÉN,111
09-05-2020,TIERRA DEL FUEGO,146
09-05-2020,SANTA FE,244
09-05-2020,RÍO NEGRO,273
09-05-2020,CÓRDOBA,327
09-05-2020,CHACO,427
09-05-2020,CABA,1796
09-05-2020,BUENOS AIRES,2061
10-05-2020,SAN JUAN,3
10-05-2020,CHUBUT,4
10-05-2020,SALTA,4
10-05-2020,JUJUY,5
10-05-2020,LA PAMPA,5
10-05-2020,SAN LUIS,11
10-05-2020,SANTIAGO DEL ESTERO,16
10-05-2020,MISIONES,25
10-05-2020,ENTRE RÍOS,28
10-05-2020,TUCUMÁN,41
10-05-2020,SANTA CRUZ,49
10-05-2020,CORRIENTES,54
10-05-2020,LA RIOJA,58
10-05-2020,MENDOZA,86
10-05-2020,NEUQUÉN,111
10-05-2020,TIERRA DEL FUEGO,148
10-05-2020,SANTA FE,244
10-05-2020,RÍO NEGRO,275
10-05-2020,CÓRDOBA,333
10-05-2020,CHACO,459
10-05-2020,CABA,1961
10-05-2020,BUENOS AIRES,2112
11-05-2020,SAN JUAN,3
11-05-2020,CHUBUT,4
11-05-2020,SALTA,4
11-05-2020,JUJUY,5
11-05-2020,LA PAMPA,5
11-05-2020,SAN LUIS,11
11-05-2020,SANTIAGO DEL ESTERO,16
11-05-2020,MISIONES,25
11-05-2020,ENTRE RÍOS,28
11-05-2020,TUCUMÁN,42
11-05-2020,SANTA CRUZ,49
11-05-2020,CORRIENTES,70
11-05-2020,LA RIOJA,60
11-05-2020,MENDOZA,86
11-05-2020,NEUQUÉN,111
11-05-2020,TIERRA DEL FUEGO,148
11-05-2020,SANTA FE,244
11-05-2020,RÍO NEGRO,289
11-05-2020,CÓRDOBA,347
11-05-2020,CHACO,476
11-05-2020,CABA,2098
11-05-2020,BUENOS AIRES,2156
12-05-2020,SAN JUAN,3
12-05-2020,CHUBUT,4
12-05-2020,SALTA,5
12-05-2020,JUJUY,5
12-05-2020,LA PAMPA,5
12-05-2020,SAN LUIS,11
12-05-2020,SANTIAGO DEL ESTERO,16
12-05-2020,MISIONES,25
12-05-2020,ENTRE RÍOS,28
12-05-2020,TUCUMÁN,42
12-05-2020,SANTA CRUZ,49
12-05-2020,CORRIENTES,71
12-05-2020,LA RIOJA,60
12-05-2020,MENDOZA,87
12-05-2020,NEUQUÉN,111
12-05-2020,TIERRA DEL FUEGO,148
12-05-2020,SANTA FE,244
12-05-2020,RÍO NEGRO,290
12-05-2020,CÓRDOBA,347
12-05-2020,CHACO,486
12-05-2020,CABA,2286
12-05-2020,BUENOS AIRES,2236
13-05-2020,SAN JUAN,3
13-05-2020,CHUBUT,4
13-05-2020,SALTA,5
13-05-2020,JUJUY,5
13-05-2020,LA PAMPA,5
13-05-2020,SAN LUIS,11
13-05-2020,SANTIAGO DEL ESTERO,16
13-05-2020,MISIONES,25
13-05-2020,ENTRE RÍOS,29
13-05-2020,TUCUMÁN,42
13-05-2020,SANTA CRUZ,49
13-05-2020,CORRIENTES,76
13-05-2020,LA RIOJA,60
13-05-2020,MENDOZA,88
13-05-2020,NEUQUÉN,113
13-05-2020,TIERRA DEL FUEGO,148
13-05-2020,SANTA FE,244
13-05-2020,RÍO NEGRO,294
13-05-2020,CÓRDOBA,361
13-05-2020,CHACO,504
13-05-2020,CABA,2464
13-05-2020,BUENOS AIRES,2332